# timesteps,(%) wins,(%) losses,(%) draws,(%) invalid
4733000, 83.0, 16.0, 1.0, 0.0
4734000, 71.0, 28.0, 1.0, 0.0
4735000, 70.0, 28.0, 2.0, 0.0
4736000, 72.0, 26.0, 2.0, 0.0
4737000, 75.0, 24.0, 1.0, 0.0
4738000, 77.0, 19.0, 4.0, 0.0
4739000, 74.0, 23.0, 3.0, 0.0
4740000, 64.0, 35.0, 1.0, 0.0
4741000, 77.0, 21.0, 2.0, 0.0
4742000, 79.0, 16.0, 5.0, 0.0
4743000, 73.0, 24.0, 3.0, 0.0
4744000, 72.0, 23.0, 5.0, 0.0
4745000, 78.0, 19.0, 3.0, 0.0
4746000, 77.0, 22.0, 1.0, 0.0
4747000, 78.0, 21.0, 1.0, 0.0
4748000, 69.0, 28.0, 3.0, 0.0
4749000, 70.0, 27.0, 3.0, 0.0
4750000, 76.0, 24.0, 0.0, 0.0
4751000, 75.0, 22.0, 3.0, 0.0
4752000, 75.0, 24.0, 1.0, 0.0
4753000, 72.0, 27.0, 1.0, 0.0
4754000, 69.0, 29.0, 2.0, 0.0
4755000, 74.0, 26.0, 0.0, 0.0
4756000, 78.0, 20.0, 2.0, 0.0
4757000, 72.0, 28.0, 0.0, 0.0
4758000, 72.0, 26.0, 2.0, 0.0
4759000, 75.0, 24.0, 1.0, 0.0
4760000, 74.0, 23.0, 3.0, 0.0
4761000, 73.0, 22.0, 5.0, 0.0
4762000, 78.0, 20.0, 2.0, 0.0
4763000, 76.0, 21.0, 3.0, 0.0
4764000, 74.0, 22.0, 4.0, 0.0
4765000, 66.0, 34.0, 0.0, 0.0
4766000, 67.0, 29.0, 4.0, 0.0
4767000, 75.0, 25.0, 0.0, 0.0
4768000, 70.0, 25.0, 5.0, 0.0
4769000, 75.0, 21.0, 4.0, 0.0
